KEY,CN,TC_NT,TC_USD
Text_1_1827,怎么？?(????)你也想尝尝被老娘特殊服务的滋味?,怎麼？?(????)你也想嘗嘗被老娘特殊服務的滋味?,怎麼？?(????)你也想嘗嘗被老娘特殊服務的滋味?
Text_1_1828,￣△￣绝对不想！！不过你不能跟她们决斗！,￣△￣絕對不想！！不過你不能跟她們決鬥！,￣△￣絕對不想！！不過你不能跟她們決鬥！
Text_1_1829,——蛇女的学生们打输了就会死的！,——蛇女的學生們打輸了就會死的！,——蛇女的學生們打輸了就會死的！
Text_1_1830,你说什么！？,你說什麼！？,你說什麼！？
Text_1_1831,……哼，要你多管闲事。,……哼，要你多管閒事。,……哼，要你多管閒事。
Text_1_1832,来不及了！先带我去其他人那里！,來不及了！先帶我去其他人那裡！,來不及了！先帶我去其他人那裡！
Text_1_1833,想逃？,想逃？,想逃？
Text_1_1834,(#￣～￣#)老娘是不介意跟你正正经经打一场，可你们这种状态——,(#￣～￣#)老娘是不介意跟你正正經經打一場，可你們這種狀態——,(#￣～￣#)老娘是不介意跟你正正經經打一場，可你們這種狀態——
Text_1_1835,——这根本就不对！！,——這根本就不對！！,——這根本就不對！！
Text_1_1836,<(￣︶￣)>居然把我困在结界里，看来你是不想无视我了？,<(￣︶￣)>居然把我困在結界裡，看來你是不想無視我了？,<(￣︶￣)>居然把我困在結界裡，看來你是不想無視我了？
Text_1_1837,云雀，在哪里？,雲雀，在哪裡？,雲雀，在哪裡？
Text_1_1838,(╰_╯)#啧，云雀云雀的，真是让人火大！,(╰_╯)#嘖，雲雀雲雀的，真是讓人火大！,(╰_╯)#嘖，雲雀雲雀的，真是讓人火大！
Text_1_1839,该死的眼罩女！你要再这样心不在焉，你的命我就拿下了！,該死的眼罩女！你要再這樣心不在焉，你的命我就拿下了！,該死的眼罩女！你要再這樣心不在焉，你的命我就拿下了！
Text_1_1840,柳生住手！不能打！,柳生住手！不能打！,柳生住手！不能打！
Text_1_1841,(￣m￣)云雀呢？,(￣m￣)雲雀呢？,(￣m￣)雲雀呢？
Text_1_1842,被春花抓起来了，在上一层。,被春花抓起來了，在上一層。,被春花抓起來了，在上一層。
Text_1_1843,你先去吧，她会告诉你一切的。,你先去吧，她會告訴你一切的。,你先去吧，她會告訴你一切的。
Text_1_1844,——喂喂！(╰_╯)#你哪也不准去！给我回来！！,——喂喂！(╰_╯)#你哪也不准去！給我回來！！,——喂喂！(╰_╯)#你哪也不准去！給我回來！！
Text_1_1845,别追了！道元只是在利用你们而已，他这样掌控你们的性命……,別追了！道元只是在利用你們而已，他這樣掌控你們的性命……,別追了！道元只是在利用你們而已，他這樣掌控你們的性命……
Text_1_1846,吵死了！(╰_╯)#道远大人在领导着我们走向恶忍的荣耀！,吵死了！(╰_╯)#道遠大人在領導著我們走向惡忍的榮耀！,吵死了！(╰_╯)#道遠大人在領導著我們走向惡忍的榮耀！
Text_1_1847,那你的同伴们呢？你就完全不关心她们的死活吗？,那你的同伴們呢？你就完全不關心她們的死活嗎？,那你的同伴們呢？你就完全不關心她們的死活嗎？
Text_1_1848,哼，那、那又怎样...同伴本就是为了完成任务所设的....道具罢了。,哼，那、那又怎樣...同伴本就是為了完成任務所設的....道具罷了。,哼，那、那又怎樣...同伴本就是為了完成任務所設的....道具罷了。
Text_1_1849,真可惜...小云雀，你为什么要背叛我们呢？,真可惜...小雲雀，你為什麼要背叛我們呢？,真可惜...小雲雀，你為什麼要背叛我們呢？
Text_1_1850,(⊙﹏⊙)春花小姐……要是你们被打败了，真的会丧命吗？,(⊙﹏⊙)春花小姐……要是你們被打敗了，真的會喪命嗎？,(⊙﹏⊙)春花小姐……要是你們被打敗了，真的會喪命嗎？
Text_1_1851,<(￣︶￣)>是真的哟，真的会死的呢。,<(￣︶￣)>是真的喲，真的會死的呢。,<(￣︶￣)>是真的喲，真的會死的呢。
Text_1_1852,春花小姐，不要战斗了，忍者……不是这样的！,春花小姐，不要戰鬥了，忍者……不是這樣的！,春花小姐，不要戰鬥了，忍者……不是這樣的！
Text_1_1853,啊呀，小云雀也有违抗的时候了吗？,啊呀，小雲雀也有違抗的時候了嗎？,啊呀，小雲雀也有違抗的時候了嗎？
Text_1_1854,?(????)真可爱，只可惜……不听话的木偶还是废弃掉比较好！,?(????)真可愛，只可惜……不聽話的木偶還是廢棄掉比較好！,?(????)真可愛，只可惜……不聽話的木偶還是廢棄掉比較好！
Text_1_1855,云雀！,雲雀！,雲雀！
Text_1_1856,柳生酱！不要打！春华小姐会死的！,柳生醬！不要打！春華小姐會死的！,柳生醬！不要打！春華小姐會死的！
Text_1_1857,什么？！……为什么？,什麼？！……為什麼？,什麼？！……為什麼？
Text_1_1858,(￣_，￣ )又来一个……那就一起收拾了！,(￣_，￣ )又來一個……那就一起收拾了！,(￣_，￣ )又來一個……那就一起收拾了！
Text_1_1859,(⊙ ︿ ⊙)春花小姐！你没事吧！,(⊙ ︿ ⊙)春花小姐！你沒事吧！,(⊙ ︿ ⊙)春花小姐！你沒事吧！
Text_1_1860,少假惺惺了，你们这些伪善的正派忍者……,少假惺惺了，你們這些偽善的正派忍者……,少假惺惺了，你們這些偽善的正派忍者……
Text_1_1861,看来命咒还没有被驱动，我们先去看看飞鸟那边怎么样了。,看來命咒還沒有被驅動，我們先去看看飛鳥那邊怎麼樣了。,看來命咒還沒有被驅動，我們先去看看飛鳥那邊怎麼樣了。
Text_1_1862,你们被道元下了命咒，是真的吗？！,你們被道元下了命咒，是真的嗎？！,你們被道元下了命咒，是真的嗎？！
Text_1_1863,哦，这有什么不对的吗？,哦，這有什麼不對的嗎？,哦，這有什麼不對的嗎？
Text_1_1864,(⊙﹏⊙)你们是被迫——,(⊙﹏⊙)你們是被迫——,(⊙﹏⊙)你們是被迫——
Text_1_1865,——(#￣～￣#)闭嘴！我们是自愿为光荣的忍务献上生命的！,——(#￣～￣#)閉嘴！我們是自願為光榮的忍務獻上生命的！,——(#￣～￣#)閉嘴！我們是自願為光榮的忍務獻上生命的！
Text_1_1866,——呵，这就是你们善忍没有的觉悟！,——呵，這就是你們善忍沒有的覺悟！,——呵，這就是你們善忍沒有的覺悟！
Text_1_1867,怎么样，你们自以为是的羁绊在我们的觉悟面前毫无用处！,怎麼樣，你們自以為是的羈絆在我們的覺悟面前毫無用處！,怎麼樣，你們自以為是的羈絆在我們的覺悟面前毫無用處！
Text_1_1868,(⊙ ︿ ⊙)觉悟？——我们的觉悟可不是为了丢掉性命而战斗！！,(⊙ ︿ ⊙)覺悟？——我們的覺悟可不是為了丟掉性命而戰鬥！！,(⊙ ︿ ⊙)覺悟？——我們的覺悟可不是為了丟掉性命而戰鬥！！
Text_1_1869,飞鸟！道元才是幕后黑手，你去找他，这里我来应付！,飛鳥！道元才是幕後黑手，你去找他，這裡我來應付！,飛鳥！道元才是幕後黑手，你去找他，這裡我來應付！
Text_1_1870,我明白了！,我明白了！,我明白了！
Text_1_1871,凛学姐？！！是你？,凜學姐？！！是你？,凜學姐？！！是你？
Text_1_1872,蛇女的讲师……曾经的善忍……居然是你！,蛇女的講師……曾經的善忍……居然是你！,蛇女的講師……曾經的善忍……居然是你！
Text_1_1873,大道寺……我已经不是从前那个凛了……,大道寺……我已經不是從前那個凜了……,大道寺……我已經不是從前那個凜了……
Text_1_1874,...我曾经发誓在超越学姐你之前决不毕业……,...我曾經發誓在超越學姐你之前決不畢業……,...我曾經發誓在超越學姐你之前決不畢業……
Text_1_1875,...我一直以为你丧生在那次任务中……可你……,...我一直以為你喪生在那次任務中……可你……,...我一直以為你喪生在那次任務中……可你……
Text_1_1876,——告诉我，为什么！！？,——告訴我，為什麼！！？,——告訴我，為什麼！！？
Text_1_1877,当年我被道元大人所救，进了蛇女学院当老师。,當年我被道元大人所救，進了蛇女學院當老師。,當年我被道元大人所救，進了蛇女學院當老師。
Text_1_1878,可是学姐，你曾经也是雾夜老师最得意的弟子。,可是學姐，你曾經也是霧夜老師最得意的弟子。,可是學姐，你曾經也是霧夜老師最得意的弟子。
Text_1_1879,是啊，不过你看，?(????)现在我也教导了一批很不错的学生。,是啊，不過你看，?(????)現在我也教導了一批很不錯的學生。,是啊，不過你看，?(????)現在我也教導了一批很不錯的學生。
Text_1_1880,——我很期待我的学生和恩师的学生，谁比较强一些？,——我很期待我的學生和恩師的學生，誰比較強一些？,——我很期待我的學生和恩師的學生，誰比較強一些？
Text_1_1881,(╰_╯)#难道这就是你成为恶忍的理由吗！？,(╰_╯)#難道這就是你成為惡忍的理由嗎！？,(╰_╯)#難道這就是你成為惡忍的理由嗎！？
Text_1_1882,学姐，你不是一直想成为超级忍者吗！？,學姐，你不是一直想成為超級忍者嗎！？,學姐，你不是一直想成為超級忍者嗎！？
Text_1_1883,哦~——从前那个凛，已经在那次任务中死去了……,哦~——從前那個凜，已經在那次任務中死去了……,哦~——從前那個凜，已經在那次任務中死去了……
Text_1_1884,道元大人！请再等一等，我们这就去——,道元大人！請再等一等，我們這就去——,道元大人！請再等一等，我們這就去——
Text_1_1885,(╰_╯)#半藏的人都已经打进来了！上面的人要是知道了……,(╰_╯)#半藏的人都已經打進來了！上面的人要是知道了……,(╰_╯)#半藏的人都已經打進來了！上面的人要是知道了……
Text_1_1886,哼，你们的命都是我给的！你们只是我用来积累资产地位的工具罢了！,哼，你們的命都是我給的！你們只是我用來積累資產地位的工具罷了！,哼，你們的命都是我給的！你們只是我用來積累資產地位的工具罷了！
Text_1_1887,已经到了这一步，宁可毁了蛇女，也不能让消息走漏！,已經到了這一步，寧可毀了蛇女，也不能讓消息走漏！,已經到了這一步，寧可毀了蛇女，也不能讓消息走漏！
Text_1_1888,——(⊙ ︿ ⊙)道元大人？！！,——(⊙ ︿ ⊙)道元大人？！！,——(⊙ ︿ ⊙)道元大人？！！
Text_1_1889,咦，(＝。＝)我说漏嘴了吗？,咦，(＝。＝)我說漏嘴了嗎？,咦，(＝。＝)我說漏嘴了嗎？
Text_1_1890,焰！你怎么样？！,焰！你怎麼樣？！,焰！你怎麼樣？！
Text_1_1891,(。﹏。*)道元——你居然敢利用我们！,(。﹏。*)道元——你居然敢利用我們！,(。﹏。*)道元——你居然敢利用我們！
Text_1_1892,(╯‵□′)╯︵┻━┻啊——！！！！！,(╯‵□′)╯︵┻━┻啊——！！！！！,(╯‵□′)╯︵┻━┻啊——！！！！！
Text_1_1893,( ⊙ o ⊙ )焰！！,( ⊙ o ⊙ )焰！！,( ⊙ o ⊙ )焰！！
Text_1_1894,嘛，(￣m￣)反正你们都要死了。,嘛，(￣m￣)反正你們都要死了。,嘛，(￣m￣)反正你們都要死了。
Text_1_1895,哼，总之一个都逃不掉！！,哼，總之一個都逃不掉！！,哼，總之一個都逃不掉！！
Text_1_1896,蛇女众人,蛇女眾人,蛇女眾人
Text_1_1897,焰！,焰！,焰！
Text_1_1898,(⊙﹏⊙)道元大人？！焰呢？,(⊙﹏⊙)道元大人？！焰呢？,(⊙﹏⊙)道元大人？！焰呢？
Text_1_1899,你们还有心思管别人吗？,你們還有心思管別人嗎？,你們還有心思管別人嗎？
Text_1_1900,——你们都要死在这里了！！,——你們都要死在這裡了！！,——你們都要死在這裡了！！
Text_1_1901,道元一直在利用我们！,道元一直在利用我們！,道元一直在利用我們！
Text_1_1902,什么？！怎么会……,什麼？！怎麼會……,什麼？！怎麼會……
Text_1_1903,说什么都来不及了，先逃出去再说！,說什麼都來不及了，先逃出去再說！,說什麼都來不及了，先逃出去再說！
Text_1_1904,你以为我会就这么让你们安全离开吗！,你以為我會就這麼讓你們安全離開嗎！,你以為我會就這麼讓你們安全離開嗎！
Text_1_1905,做梦！！,做夢！！,做夢！！
Text_1_1906,同学们——上级发布了新的任务，咳咳。——由于近几日来商业街附近有混混扰民，所以……,同學們——上級發佈了新的任務，咳咳。——由於近幾日來商業街附近有混混擾民，所以……,同學們——上級發佈了新的任務，咳咳。——由於近幾日來商業街附近有混混擾民，所以……
Text_1_1907,?(? ? ??)~所以我们一起去狂搓她们的欧派吧！,?(? ? ??)~所以我們一起去狂搓她們的歐派吧！,?(? ? ??)~所以我們一起去狂搓她們的歐派吧！
Text_1_1908,葛城同学！！是要去驱散他们啦！——(*/ω╲*)不要老说奇怪的话！！,葛城同學！！是要去驅散他們啦！——(*/ω╲*)不要老說奇怪的話！！,葛城同學！！是要去驅散他們啦！——(*/ω╲*)不要老說奇怪的話！！
Text_1_1909,等会儿——这些混混不太对劲。,等會兒——這些混混不太對勁。,等會兒——這些混混不太對勁。
Text_1_1910,是呢！云雀也这么认为！云雀觉得他们是被操控了！,是呢！雲雀也這麼認為！雲雀覺得他們是被操控了！,是呢！雲雀也這麼認為！雲雀覺得他們是被操控了！
Text_1_1911,有什么东西来了！大家小心！！,有什麼東西來了！大家小心！！,有什麼東西來了！大家小心！！
Text_1_1912,看起来这些孩子们身手不错呢，未来酱。,看起來這些孩子們身手不錯呢，未來醬。,看起來這些孩子們身手不錯呢，未來醬。
Text_1_1913,(*￣ω￣)哼，她们还差得远呢，春花大人。,(*￣ω￣)哼，她們還差得遠呢，春花大人。,(*￣ω￣)哼，她們還差得遠呢，春花大人。
Text_1_1914,谁？！,誰？！,誰？！
Text_1_1915,——别着急，再陪我玩一会儿吧~,——別著急，再陪我玩一會兒吧~,——別著急，再陪我玩一會兒吧~
Text_1_1916,嘛，这些个傀儡就能缠着你们这么久——是你们太弱还是春花大人太厉害？,嘛，這些個傀儡就能纏著你們這麼久——是你們太弱還是春花大人太厲害？,嘛，這些個傀儡就能纏著你們這麼久——是你們太弱還是春花大人太厲害？
Text_1_1917,欸？(/▽╲)好小的女孩子……,欸？(/▽╲)好小的女孩子……,欸？(/▽╲)好小的女孩子……
Text_1_1918,你说谁小了！？(╯‵□′)╯︵┻━┻ 渣渣，我哪里小了？！！,你說誰小了！？(╯‵□′)╯︵┻━┻ 渣渣，我哪裡小了？！！,你說誰小了！？(╯‵□′)╯︵┻━┻ 渣渣，我哪裡小了？！！
